comparison_id,seed,control_slot,snapshot_commit,pair_left,pair_right,g3_program_left,g3_program_right,g3_delta_left,g3_delta_right,control_program_left,control_program_right,control_delta_left,control_delta_right,g3_utility,control_utility,utility_match_gap,initial_loss_gap,delta_under_PG_h64,delta_under_PC_h64,source_interaction_h64,j_sum_PG_observed,j_sum_PC_observed,parameter_distance_initial,parameter_distance_PG_h64,parameter_distance_PC_h64,PG_generated_commits,PC_generated_commits,PG_replayed_commits,PC_replayed_commits,PG_complete,PC_complete,PG_invalid_source_step,PC_invalid_source_step,PG_invalid_replay_step,PC_invalid_replay_step,PG_telescoping_residual,PC_telescoping_residual
344,1111222233334444,1,3300,114,88,114,88,-0.02000000,-0.01000000,114,88,-0.02000000,-0.00500000,1.878440380096e-4,1.666396856308e-4,2.120435237885e-5,-2.120435237885e-5,-2.433806657791e-4,-2.366602420807e-4,-6.720423698425e-6,-2.221763134003e-4,-2.154558897018e-4,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
345,1111222233334444,0,3350,46,10,46,10,0.02000000,0.02000000,46,10,0.01000000,0.02000000,-1.575380563736e-3,-1.578703522682e-3,3.322958946228e-6,-3.322958946228e-6,-3.099441528320e-6,-3.099441528320e-6,0.000000000000e0,2.235174179077e-7,2.235174179077e-7,1.000002026558e-2,1.000002026558e-2,1.000002026558e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
346,1111222233334444,1,3350,46,10,46,10,0.02000000,0.02000000,46,10,0.00500000,0.02000000,-1.575380563736e-3,-1.580372452736e-3,4.991888999939e-6,-4.991888999939e-6,-4.678964614868e-6,-4.678964614868e-6,0.000000000000e0,3.129243850708e-7,3.129243850708e-7,1.500001549721e-2,1.500001549721e-2,1.500001549721e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
347,1111222233334444,0,3400,13,20,13,20,-0.01000000,0.02000000,13,20,-0.00500000,0.02000000,3.490671515465e-4,3.464221954346e-4,2.644956111908e-6,-2.644956111908e-6,-4.061311483383e-5,-4.061311483383e-5,0.000000000000e0,-3.796815872192e-5,-3.796815872192e-5,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
348,1111222233334444,1,3400,13,20,13,20,-0.01000000,0.02000000,13,20,-0.02000000,0.02000000,3.490671515465e-4,3.444775938988e-4,4.589557647705e-6,-4.589557647705e-6,7.057189941406e-5,5.948543548584e-5,1.108646392822e-5,7.516145706177e-5,6.407499313354e-5,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
349,1111222233334444,0,3450,18,115,18,115,0.01000000,0.01000000,18,115,0.02000000,0.00500000,3.152489662170e-4,3.138035535812e-4,1.445412635803e-6,-1.445412635803e-6,-1.430511474609e-4,1.297518610954e-4,-2.728030085564e-4,-1.416057348251e-4,1.311972737312e-4,1.118035614491e-2,1.118032913655e-2,1.118032913655e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
350,1111222233334444,1,3450,18,115,18,115,0.01000000,0.01000000,18,115,0.02000000,0.00000000,3.152489662170e-4,3.206133842468e-4,5.364418029785e-6,5.364418029785e-6,-1.436471939087e-4,1.285001635551e-4,-2.721473574638e-4,-1.490116119385e-4,1.231357455254e-4,1.414214819670e-2,1.414212770760e-2,1.414212770760e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
351,1111222233334444,0,3500,96,14,96,14,0.02000000,0.02000000,96,14,0.02000000,0.01000000,1.788586378098e-4,1.574605703354e-4,2.139806747437e-5,-2.139806747437e-5,-3.365427255630e-5,-3.515183925629e-5,1.497566699982e-6,-1.225620508194e-5,-1.375377178192e-5,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
352,1111222233334444,1,3500,96,14,96,14,0.02000000,0.02000000,96,14,0.02000000,0.00500000,1.788586378098e-4,1.423358917236e-4,3.652274608612e-5,-3.652274608612e-5,-5.680322647095e-5,-7.995963096619e-5,2.315640449524e-5,-2.028048038483e-5,-4.343688488007e-5,1.499998569489e-2,1.499998569489e-2,1.499998569489e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
353,1111222233334444,0,3550,26,61,26,61,0.02000000,0.02000000,26,61,0.01000000,-0.02000000,-4.352554678917e-4,-4.693865776062e-4,3.413110971451e-5,-3.413110971451e-5,-4.254430532455e-4,-3.785789012909e-4,-4.686415195465e-5,-3.913119435310e-4,-3.444477915764e-4,4.123102501035e-2,4.123102128506e-2,4.123102128506e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
354,1111222233334444,0,3650,20,21,20,21,0.02000000,-0.02000000,20,21,0.01000000,0.00500000,-6.240829825401e-4,-6.605610251427e-4,3.647804260254e-5,-3.647804260254e-5,-5.755275487900e-4,1.133285462856e-3,-1.708813011646e-3,-5.390495061874e-4,1.169763505459e-3,2.692582644522e-2,2.692582644522e-2,2.692582644522e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
355,1111222233334444,0,3700,11,7,11,7,0.02000000,0.01000000,11,7,0.02000000,0.00500000,7.927715778351e-4,8.364021778107e-4,4.363059997559e-5,4.363059997559e-5,5.093961954117e-5,5.545467138290e-5,-4.515051841736e-6,7.309019565582e-6,1.182407140732e-5,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
356,1111222233334444,0,3750,110,8,110,8,0.02000000,-0.02000000,110,8,0.01000000,-0.00500000,9.875744581223e-5,1.015514135361e-4,2.793967723846e-6,2.793967723846e-6,-1.177132129669e-3,-9.032413363457e-4,-2.738907933235e-4,-1.179926097393e-3,-9.060353040695e-4,1.802773959935e-2,1.802773959935e-2,1.802773959935e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
357,1111222233334444,1,3750,110,8,110,8,0.02000000,-0.02000000,110,8,0.01000000,0.00000000,9.875744581223e-5,1.023262739182e-4,3.568828105927e-6,3.568828105927e-6,-1.527160406113e-3,-9.294003248215e-4,-5.977600812912e-4,-1.530729234219e-3,-9.329691529274e-4,2.236065827310e-2,2.236065827310e-2,2.236065827310e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
358,1111222233334444,0,3800,10,85,10,85,0.02000000,0.00000000,10,85,0.02000000,-0.00500000,-8.286088705063e-4,-8.286088705063e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
359,1111222233334444,1,3800,10,85,10,85,0.02000000,0.00000000,10,85,0.02000000,-0.02000000,-8.286088705063e-4,-8.286088705063e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.999999582767e-2,1.999999582767e-2,1.999999582767e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
360,1111222233334444,0,3850,66,6,66,6,-0.02000000,0.02000000,66,6,-0.01000000,0.02000000,8.131414651871e-4,7.912963628769e-4,2.184510231018e-5,-2.184510231018e-5,-7.270276546478e-5,-7.270276546478e-5,0.000000000000e0,-5.085766315460e-5,-5.085766315460e-5,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
361,1111222233334444,1,3850,66,6,66,6,-0.02000000,0.02000000,66,6,-0.00500000,0.02000000,8.131414651871e-4,7.796809077263e-4,3.346055746078e-5,-3.346055746078e-5,-1.096278429031e-4,-1.317188143730e-4,2.209097146988e-5,-7.616728544235e-5,-9.825825691223e-5,1.500000059605e-2,1.500001549721e-2,1.500001549721e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
362,1111222233334444,0,3900,23,26,23,26,0.02000000,0.02000000,23,26,-0.00500000,0.00000000,-2.752766013145e-4,-2.789720892906e-4,3.695487976074e-6,-3.695487976074e-6,1.764222979546e-4,1.172691583633e-3,-9.962692856789e-4,1.801177859306e-4,1.176387071609e-3,3.201560303569e-2,3.201560303569e-2,3.201560303569e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
363,1111222233334444,1,3900,23,26,23,26,0.02000000,0.02000000,23,26,0.00000000,0.00500000,-2.752766013145e-4,-2.263486385345e-4,4.892796278000e-5,4.892796278000e-5,2.207458019257e-4,6.591081619263e-4,-4.383623600006e-4,1.718178391457e-4,6.101801991463e-4,2.499998547137e-2,2.499998547137e-2,2.499998360872e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
364,1111222233334444,0,3950,30,119,30,119,-0.02000000,-0.02000000,30,119,-0.02000000,-0.01000000,7.511675357819e-5,6.826221942902e-5,6.854534149170e-6,-6.854534149170e-6,-1.071393489838e-5,-1.071393489838e-5,0.000000000000e0,-3.859400749207e-6,-3.859400749207e-6,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
365,1111222233334444,1,3950,30,119,30,119,-0.02000000,-0.02000000,30,119,-0.02000000,-0.00500000,7.511675357819e-5,6.486475467682e-5,1.025199890137e-5,-1.025199890137e-5,-1.611560583115e-5,-1.611560583115e-5,0.000000000000e0,-5.863606929779e-6,-5.863606929779e-6,1.500000059605e-2,1.500000059605e-2,1.500000059605e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
366,1111222233334444,0,4050,4,99,4,99,0.02000000,-0.02000000,4,99,0.02000000,-0.01000000,4.997923970222e-4,4.869028925896e-4,1.288950443268e-5,-1.288950443268e-5,-1.547485589981e-5,-1.547485589981e-5,0.000000000000e0,-2.585351467133e-6,-2.585351467133e-6,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
367,1111222233334444,1,4050,4,99,4,99,0.02000000,-0.02000000,4,99,0.02000000,-0.00500000,4.997923970222e-4,4.804432392120e-4,1.934915781021e-5,-1.934915781021e-5,-2.320855855942e-5,-2.320855855942e-5,0.000000000000e0,-3.859400749207e-6,-3.859400749207e-6,1.499998569489e-2,1.499998569489e-2,1.499998569489e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
368,1111222233334444,0,4100,70,10,70,10,0.02000000,-0.02000000,70,10,0.01000000,-0.02000000,1.745261251926e-3,1.728080213070e-3,1.718103885651e-5,-1.718103885651e-5,2.443790435791e-6,2.443790435791e-6,0.000000000000e0,1.962482929230e-5,1.962482929230e-5,1.000002026558e-2,1.000002026558e-2,1.000002026558e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
369,1111222233334444,1,4100,70,10,70,10,0.02000000,-0.02000000,70,10,0.00500000,-0.02000000,1.745261251926e-3,1.719199120998e-3,2.606213092804e-5,-2.606213092804e-5,3.457069396973e-6,3.457069396973e-6,0.000000000000e0,2.951920032501e-5,2.951920032501e-5,1.500001549721e-2,1.500001549721e-2,1.500001549721e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
370,1111222233334444,0,4200,28,6,28,6,-0.02000000,0.02000000,28,6,0.01000000,0.00000000,-6.988644599915e-6,-7.674098014832e-6,6.854534149170e-7,-6.854534149170e-7,-1.308836042881e-3,-8.537024259567e-4,-4.551336169243e-4,-1.308150589466e-3,-8.530169725418e-4,3.605548664927e-2,3.605549037457e-2,3.605549037457e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
371,1111222233334444,1,4200,28,6,28,6,-0.02000000,0.02000000,28,6,0.00000000,0.00000000,-6.988644599915e-6,0.000000000000e0,6.988644599915e-6,6.988644599915e-6,-1.135542988777e-3,-9.595826268196e-4,-1.759603619576e-4,-1.142531633377e-3,-9.665712714195e-4,2.828425541520e-2,2.828425727785e-2,2.828425727785e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
372,1111222233334444,0,4250,5,6,5,6,-0.01000000,-0.02000000,5,6,-0.00500000,-0.02000000,-5.025342106819e-4,-4.532709717751e-4,4.926323890686e-5,4.926323890686e-5,3.445148468018e-5,4.120171070099e-5,-6.750226020813e-6,-1.481175422668e-5,-8.061528205872e-6,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
373,1111222233334444,0,4300,48,63,48,63,0.00000000,0.02000000,48,63,-0.02000000,0.02000000,1.151092350483e-3,1.151092350483e-3,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.999999955297e-2,1.999999955297e-2,1.999999955297e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
374,1111222233334444,1,4300,48,63,48,63,0.00000000,0.02000000,48,63,0.02000000,0.02000000,1.151092350483e-3,1.151092350483e-3,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.999999582767e-2,1.999999582767e-2,1.999999582767e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
375,1111222233334444,0,4350,80,8,80,8,0.00000000,0.02000000,80,8,0.02000000,0.02000000,-2.577826380730e-4,-2.577826380730e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.999999955297e-2,1.999999955297e-2,1.999999955297e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
376,1111222233334444,1,4350,80,8,80,8,0.00000000,0.02000000,80,8,0.01000000,0.02000000,-2.577826380730e-4,-2.577826380730e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,9.999999776483e-3,9.999999776483e-3,9.999999776483e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
377,1111222233334444,0,4400,21,44,21,44,-0.02000000,-0.02000000,21,44,-0.02000000,-0.01000000,7.792711257935e-4,7.494986057281e-4,2.977252006531e-5,-2.977252006531e-5,-1.028850674629e-4,-1.037344336510e-4,8.493661880493e-7,-7.311254739761e-5,-7.396191358566e-5,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
378,1111222233334444,1,4400,21,44,21,44,-0.02000000,-0.02000000,21,44,-0.02000000,-0.00500000,7.792711257935e-4,7.325932383537e-4,4.667788743973e-5,-4.667788743973e-5,-1.561120152473e-4,-2.020522952080e-4,4.594027996063e-5,-1.094341278076e-4,-1.553744077682e-4,1.500000059605e-2,1.500000059605e-2,1.500000059605e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
379,1111222233334444,0,4500,82,60,82,60,-0.02000000,-0.02000000,82,60,-0.01000000,-0.02000000,3.326535224915e-4,3.310665488243e-4,1.586973667145e-6,-1.586973667145e-6,-4.492700099945e-6,-4.492700099945e-6,0.000000000000e0,-2.905726432800e-6,-2.905726432800e-6,1.000002026558e-2,1.000002026558e-2,1.000002026558e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
380,1111222233334444,1,4500,82,60,82,60,-0.02000000,-0.02000000,82,60,-0.00500000,-0.02000000,3.326535224915e-4,3.302320837975e-4,2.421438694000e-6,-2.421438694000e-6,-6.735324859619e-6,-6.735324859619e-6,0.000000000000e0,-4.313886165619e-6,-4.313886165619e-6,1.500001549721e-2,1.500001549721e-2,1.500001549721e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
381,1111222233334444,0,4550,19,100,19,100,0.01000000,-0.00500000,19,100,0.01000000,0.00000000,-1.420304179192e-4,-1.110434532166e-4,3.098696470261e-5,3.098696470261e-5,-1.073628664017e-5,2.387911081314e-5,-3.461539745331e-5,-4.172325134277e-5,-7.107853889465e-6,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
382,1111222233334444,1,4550,19,100,19,100,0.01000000,-0.00500000,19,100,-0.02000000,-0.00500000,-1.420304179192e-4,-1.812279224396e-4,3.919750452042e-5,-3.919750452042e-5,3.105401992798e-5,9.490400552750e-4,-9.179860353470e-4,7.025152444839e-5,9.882375597954e-4,2.999997138977e-2,2.999997138977e-2,2.999997138977e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
383,1111222233334444,0,4600,90,6,90,6,0.01000000,-0.02000000,90,6,0.01000000,-0.01000000,-5.598366260529e-5,-5.993247032166e-5,3.948807716370e-6,-3.948807716370e-6,3.396645188332e-4,3.416389226913e-4,-1.974403858185e-6,3.436133265495e-4,3.455877304077e-4,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
384,1111222233334444,1,4600,90,6,90,6,0.01000000,-0.02000000,90,6,0.00500000,0.00500000,-5.598366260529e-5,-6.326287984848e-5,7.279217243195e-6,-7.279217243195e-6,8.321478962898e-4,9.731873869896e-4,-1.410394906998e-4,8.394271135330e-4,9.804666042328e-4,2.549508959055e-2,2.549509331584e-2,2.549509331584e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
385,1111222233334444,0,4650,26,47,26,47,-0.02000000,-0.02000000,26,47,-0.02000000,-0.01000000,4.321783781052e-4,4.105567932129e-4,2.162158489227e-5,-2.162158489227e-5,-5.479902029037e-5,-5.142390727997e-5,-3.375113010406e-6,-3.317743539810e-5,-2.980232238770e-5,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
386,1111222233334444,1,4650,26,47,26,47,-0.02000000,-0.02000000,26,47,-0.02000000,-0.00500000,4.321783781052e-4,3.983080387115e-4,3.387033939362e-5,-3.387033939362e-5,-8.442252874374e-5,-5.867332220078e-5,-2.574920654297e-5,-5.055218935013e-5,-2.480298280716e-5,1.499998569489e-2,1.499998569489e-2,1.499998569489e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
387,1111222233334444,0,4700,32,18,32,18,0.02000000,0.02000000,32,18,0.01000000,0.02000000,1.035220921040e-3,1.080840826035e-3,4.561990499496e-5,4.561990499496e-5,1.548975706100e-5,1.548975706100e-5,0.000000000000e0,-3.013014793396e-5,-3.013014793396e-5,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
388,1111222233334444,0,4750,104,46,104,46,-0.01000000,0.02000000,104,46,0.00500000,-0.01000000,-1.743435859680e-6,-9.089708328247e-7,8.344650268555e-7,8.344650268555e-7,-1.624226570129e-6,,,-2.458691596985e-6,2.486258745193e-5,3.354098647833e-2,3.354098647833e-2,,63,63,63,54,1,0,-1,-1,-1,55,0.000000000000e0,0.000000000000e0
389,1111222233334444,1,4750,104,46,104,46,-0.01000000,0.02000000,104,46,0.00000000,-0.00500000,-1.743435859680e-6,-2.801418304443e-6,1.057982444763e-6,-1.057982444763e-6,-1.765787601471e-6,3.445148468018e-5,-3.621727228165e-5,-7.078051567078e-7,3.550946712494e-5,2.692579850554e-2,2.692579850554e-2,2.692579850554e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
