role,seed,step,action_split,block,left_parameter,right_parameter,left_rank,right_rank,left_delta,right_delta,exact_train_utility
development,b0625e91d83f47ac,600,development,15,122,92,0,0,-0.02000000,-0.02000000,-5.439687520266e-4
development,b0625e91d83f47ac,600,development,15,122,92,1,1,-0.01000000,-0.01000000,-2.111227513524e-4
development,b0625e91d83f47ac,600,development,16,0,91,0,1,-0.02000000,-0.02000000,-1.183214317280e-5
development,b0625e91d83f47ac,600,development,16,0,91,1,0,-0.01000000,0.00000000,-7.273629307747e-6
development,b0625e91d83f47ac,600,development,17,1,90,0,0,-0.02000000,0.00000000,-1.498808433098e-5
development,b0625e91d83f47ac,600,development,17,1,90,1,1,-0.01000000,-0.02000000,-6.557131655427e-6
development,b0625e91d83f47ac,600,development,18,2,89,0,0,0.02000000,0.02000000,1.819885073928e-4
development,b0625e91d83f47ac,600,development,18,2,89,1,1,0.01000000,0.01000000,1.440482883481e-4
development,b0625e91d83f47ac,600,development,19,3,88,0,0,-0.02000000,-0.02000000,1.077043543773e-5
development,b0625e91d83f47ac,600,development,19,3,88,1,1,-0.01000000,-0.01000000,1.015948782879e-5
development,b0625e91d83f47ac,600,development,20,4,87,0,1,0.02000000,-0.02000000,-6.462881719926e-5
development,b0625e91d83f47ac,600,development,20,4,87,1,0,0.01000000,0.00000000,-2.881263753807e-5
development,b0625e91d83f47ac,600,development,21,5,86,0,0,0.02000000,0.00000000,1.582435070304e-4
development,b0625e91d83f47ac,600,development,21,5,86,1,1,0.01000000,-0.02000000,8.294917643070e-5
development,b0625e91d83f47ac,600,development,22,6,85,0,0,0.00500000,0.00000000,7.368065416813e-5
development,b0625e91d83f47ac,600,development,22,6,85,1,1,0.00000000,-0.02000000,0.000000000000e0
development,b0625e91d83f47ac,600,development,23,7,84,0,1,-0.02000000,-0.02000000,9.756597137311e-5
development,b0625e91d83f47ac,600,development,23,7,84,1,0,-0.01000000,0.00000000,7.479017222067e-5
development,b0625e91d83f47ac,600,development,24,8,83,0,0,-0.02000000,0.00000000,5.585327744484e-5
development,b0625e91d83f47ac,600,development,24,8,83,1,1,-0.01000000,-0.02000000,2.916654011642e-5
development,b0625e91d83f47ac,600,development,25,9,82,0,0,-0.02000000,0.00000000,3.077772635152e-5
development,b0625e91d83f47ac,600,development,25,9,82,1,1,-0.01000000,-0.02000000,2.570015749370e-5
development,b0625e91d83f47ac,600,development,26,10,81,0,0,-0.02000000,0.00000000,-1.387925149174e-4
development,b0625e91d83f47ac,600,development,26,10,81,1,1,-0.01000000,-0.02000000,-6.534717977047e-5
development,b0625e91d83f47ac,600,development,27,11,80,0,1,-0.02000000,-0.02000000,-1.575083733769e-4
development,b0625e91d83f47ac,600,development,27,11,80,1,0,-0.01000000,0.00000000,-7.795045530656e-5
development,b0625e91d83f47ac,600,development,28,12,79,0,0,-0.02000000,-0.02000000,-2.965952035083e-6
development,b0625e91d83f47ac,600,development,28,12,79,1,1,-0.01000000,-0.01000000,8.628393516119e-6
development,b0625e91d83f47ac,600,development,29,13,78,0,0,-0.02000000,-0.02000000,3.073277475778e-4
development,b0625e91d83f47ac,600,development,29,13,78,1,1,-0.01000000,-0.01000000,1.576691865921e-4
development,b0625e91d83f47ac,600,development,30,14,77,0,0,-0.02000000,-0.02000000,1.853158028098e-4
development,b0625e91d83f47ac,600,development,30,14,77,1,1,-0.01000000,-0.01000000,9.602494537830e-5
development,b0625e91d83f47ac,600,development,31,15,76,0,0,-0.02000000,-0.02000000,8.445294952253e-5
development,b0625e91d83f47ac,600,development,31,15,76,1,1,-0.01000000,-0.01000000,4.367902874947e-5
development,b0625e91d83f47ac,600,development,32,16,75,0,0,-0.02000000,0.02000000,2.087615430355e-4
development,b0625e91d83f47ac,600,development,32,16,75,1,1,-0.01000000,0.01000000,1.688518823357e-4
development,b0625e91d83f47ac,600,development,33,17,74,0,1,0.02000000,-0.01000000,-4.517473280430e-5
development,b0625e91d83f47ac,600,development,33,17,74,1,0,0.01000000,-0.02000000,-8.557736873627e-5
development,b0625e91d83f47ac,600,development,34,18,73,0,1,0.02000000,-0.01000000,-1.709473690426e-5
development,b0625e91d83f47ac,600,development,34,18,73,1,0,0.01000000,-0.02000000,-6.967534773139e-6
development,b0625e91d83f47ac,600,development,35,19,72,0,1,-0.02000000,0.01000000,-2.281311899424e-4
development,b0625e91d83f47ac,600,development,35,19,72,1,0,-0.01000000,0.02000000,-6.138533353806e-5
development,b0625e91d83f47ac,600,development,36,20,71,0,0,-0.02000000,-0.02000000,8.163353049895e-5
development,b0625e91d83f47ac,600,development,36,20,71,1,1,-0.01000000,-0.01000000,5.259178578854e-5
development,b0625e91d83f47ac,600,development,37,21,70,0,1,-0.02000000,0.01000000,-9.763240814209e-5
development,b0625e91d83f47ac,600,development,37,21,70,1,0,-0.01000000,0.02000000,-2.699097058212e-5
development,b0625e91d83f47ac,600,development,38,22,69,0,1,0.02000000,-0.01000000,-3.871383887599e-5
development,b0625e91d83f47ac,600,development,38,22,69,1,0,0.01000000,-0.02000000,1.846812665462e-5
development,b0625e91d83f47ac,600,development,39,23,68,0,1,0.02000000,-0.01000000,7.384022319457e-5
development,b0625e91d83f47ac,600,development,39,23,68,1,0,0.01000000,-0.02000000,5.504178625415e-5
development,b0625e91d83f47ac,600,development,40,24,67,0,0,-0.02000000,-0.02000000,4.212434214423e-5
development,b0625e91d83f47ac,600,development,40,24,67,1,1,-0.01000000,-0.01000000,2.121925354004e-5
development,b0625e91d83f47ac,600,development,41,25,66,0,0,0.02000000,-0.02000000,-6.175910584716e-6
development,b0625e91d83f47ac,600,development,41,25,66,1,1,0.01000000,-0.01000000,-3.064051270485e-6
development,b0625e91d83f47ac,600,development,42,26,65,0,1,-0.02000000,0.01000000,-1.257285475731e-5
development,b0625e91d83f47ac,600,development,42,26,65,1,0,-0.01000000,0.02000000,-2.237036824226e-6
development,b0625e91d83f47ac,600,development,43,27,64,0,1,-0.02000000,-0.01000000,-5.779663842986e-5
development,b0625e91d83f47ac,600,development,43,27,64,1,0,-0.01000000,-0.02000000,-2.040651997959e-5
development,b0625e91d83f47ac,600,development,44,28,63,0,0,-0.02000000,-0.02000000,3.186489266227e-5
development,b0625e91d83f47ac,600,development,44,28,63,1,1,-0.01000000,-0.01000000,2.002281507885e-5
development,b0625e91d83f47ac,600,development,45,29,62,0,0,-0.02000000,-0.02000000,2.167305647163e-4
development,b0625e91d83f47ac,600,development,45,29,62,1,1,-0.01000000,-0.01000000,1.084978357540e-4
development,b0625e91d83f47ac,600,development,46,30,61,0,0,-0.02000000,-0.02000000,-1.023200675263e-4
development,b0625e91d83f47ac,600,development,46,30,61,1,1,-0.01000000,-0.01000000,-5.111905556987e-5
development,b0625e91d83f47ac,600,development,47,31,60,0,1,-0.02000000,-0.01000000,-1.464908291382e-5
development,b0625e91d83f47ac,600,development,47,31,60,1,0,-0.01000000,-0.02000000,-3.342330455780e-5
development,b0625e91d83f47ac,600,development,48,32,59,0,1,0.02000000,-0.01000000,-1.241279096575e-4
development,b0625e91d83f47ac,600,development,48,32,59,1,0,0.01000000,-0.02000000,-3.512768598739e-4
development,b0625e91d83f47ac,600,development,49,33,58,0,0,0.00000000,-0.02000000,4.775201432494e-6
development,b0625e91d83f47ac,600,development,49,33,58,1,1,-0.02000000,-0.01000000,1.153163611889e-5
development,b0625e91d83f47ac,600,development,50,34,57,0,1,-0.02000000,0.01000000,-9.791242337087e-5
development,b0625e91d83f47ac,600,development,50,34,57,1,0,-0.01000000,0.02000000,-8.880470886652e-6
development,b0625e91d83f47ac,600,development,51,35,56,0,1,0.02000000,-0.01000000,-1.147420480265e-4
development,b0625e91d83f47ac,600,development,51,35,56,1,0,0.01000000,-0.02000000,-6.925439083716e-5
development,b0625e91d83f47ac,600,development,52,36,55,0,0,0.02000000,0.00000000,3.460856896709e-5
development,b0625e91d83f47ac,600,development,52,36,55,1,1,0.01000000,-0.02000000,1.745795270836e-5
development,b0625e91d83f47ac,600,development,53,37,54,0,0,-0.02000000,0.00000000,2.023950219154e-5
development,b0625e91d83f47ac,600,development,53,37,54,1,1,-0.01000000,-0.02000000,1.012533903122e-5
development,b0625e91d83f47ac,600,development,54,38,53,0,0,0.02000000,0.00000000,1.376637519570e-4
development,b0625e91d83f47ac,600,development,54,38,53,1,1,0.01000000,-0.02000000,6.893215322634e-5
development,b0625e91d83f47ac,600,development,55,39,52,0,0,-0.02000000,0.00000000,-7.081715011736e-5
development,b0625e91d83f47ac,600,development,55,39,52,1,1,-0.01000000,-0.02000000,-3.526422005962e-5
development,b0625e91d83f47ac,600,development,56,40,51,0,1,0.00000000,-0.02000000,0.000000000000e0
development,b0625e91d83f47ac,600,development,56,40,51,1,0,-0.02000000,0.00000000,0.000000000000e0
development,b0625e91d83f47ac,600,development,57,41,50,0,0,0.00000000,0.00000000,0.000000000000e0
development,b0625e91d83f47ac,600,development,57,41,50,1,1,-0.02000000,-0.02000000,0.000000000000e0
development,b0625e91d83f47ac,600,development,58,42,49,0,1,0.00000000,-0.02000000,0.000000000000e0
development,b0625e91d83f47ac,600,development,58,42,49,1,0,-0.02000000,0.00000000,0.000000000000e0
development,b0625e91d83f47ac,600,development,59,43,48,0,0,0.00000000,0.00000000,0.000000000000e0
development,b0625e91d83f47ac,600,development,59,43,48,1,1,-0.02000000,-0.02000000,0.000000000000e0
development,b0625e91d83f47ac,600,development,60,44,47,0,1,0.00000000,-0.02000000,0.000000000000e0
development,b0625e91d83f47ac,600,development,60,44,47,1,0,-0.02000000,0.00000000,0.000000000000e0
development,b0625e91d83f47ac,600,development,61,45,46,0,1,0.00000000,-0.02000000,0.000000000000e0
development,b0625e91d83f47ac,600,development,61,45,46,1,0,-0.02000000,0.00000000,0.000000000000e0
development,b0625e91d83f47ac,600,evaluation,1,108,106,0,1,0.02000000,-0.02000000,-8.203648030758e-5
development,b0625e91d83f47ac,600,evaluation,1,108,106,1,0,0.01000000,0.00000000,-3.973146158387e-5
development,b0625e91d83f47ac,600,evaluation,2,109,105,0,1,0.02000000,0.01000000,6.830940492364e-6
development,b0625e91d83f47ac,600,evaluation,2,109,105,1,0,0.01000000,0.02000000,-2.774099584713e-6
development,b0625e91d83f47ac,600,evaluation,3,110,104,0,0,0.02000000,0.02000000,-5.529386180569e-5
development,b0625e91d83f47ac,600,evaluation,3,110,104,1,1,0.01000000,0.01000000,-2.692701855267e-5
development,b0625e91d83f47ac,600,evaluation,4,111,103,0,0,0.00000000,0.00000000,0.000000000000e0
development,b0625e91d83f47ac,600,evaluation,4,111,103,1,1,-0.02000000,-0.02000000,0.000000000000e0
development,b0625e91d83f47ac,600,evaluation,5,112,102,0,1,-0.02000000,0.01000000,-9.719716763357e-5
development,b0625e91d83f47ac,600,evaluation,5,112,102,1,0,-0.01000000,0.02000000,4.100178557565e-5
development,b0625e91d83f47ac,600,evaluation,6,113,101,0,0,-0.02000000,-0.02000000,1.569079904584e-4
development,b0625e91d83f47ac,600,evaluation,6,113,101,1,1,-0.01000000,-0.01000000,7.877623284003e-5
development,b0625e91d83f47ac,600,evaluation,7,114,100,0,1,0.00000000,-0.01000000,1.269206404686e-4
development,b0625e91d83f47ac,600,evaluation,7,114,100,1,0,-0.02000000,-0.02000000,2.515334635973e-4
development,b0625e91d83f47ac,600,evaluation,8,115,99,0,1,0.00000000,-0.02000000,0.000000000000e0
development,b0625e91d83f47ac,600,evaluation,8,115,99,1,0,-0.02000000,0.00000000,0.000000000000e0
development,b0625e91d83f47ac,600,evaluation,9,116,98,0,0,-0.02000000,0.00000000,-3.383470175322e-4
development,b0625e91d83f47ac,600,evaluation,9,116,98,1,1,-0.01000000,-0.02000000,-1.678528933553e-4
development,b0625e91d83f47ac,600,evaluation,10,117,97,0,0,-0.02000000,-0.02000000,-1.534794719191e-4
development,b0625e91d83f47ac,600,evaluation,10,117,97,1,1,-0.01000000,-0.01000000,-7.638832175871e-5
development,b0625e91d83f47ac,600,evaluation,11,118,96,0,1,-0.02000000,-0.01000000,1.460127532482e-4
development,b0625e91d83f47ac,600,evaluation,11,118,96,1,0,-0.01000000,-0.02000000,1.832979469327e-4
development,b0625e91d83f47ac,600,evaluation,12,119,95,0,0,0.00000000,0.00000000,0.000000000000e0
development,b0625e91d83f47ac,600,evaluation,12,119,95,1,1,-0.02000000,-0.02000000,0.000000000000e0
development,b0625e91d83f47ac,600,evaluation,13,120,94,0,0,-0.02000000,0.01000000,1.580355019541e-4
development,b0625e91d83f47ac,600,evaluation,13,120,94,1,1,-0.01000000,0.00500000,1.265139580937e-4
development,b0625e91d83f47ac,600,evaluation,14,121,93,0,1,0.02000000,-0.01000000,-1.188839451061e-4
development,b0625e91d83f47ac,600,evaluation,14,121,93,1,0,0.01000000,-0.02000000,-4.761728268932e-5
development,b0625e91d83f47ac,600,evaluation,15,122,92,0,1,-0.02000000,-0.01000000,-3.367488679942e-4
development,b0625e91d83f47ac,600,evaluation,15,122,92,1,0,-0.01000000,-0.02000000,-4.020395281259e-4
development,b0625e91d83f47ac,600,evaluation,16,0,91,0,0,-0.02000000,0.00000000,-1.183214317280e-5
development,b0625e91d83f47ac,600,evaluation,16,0,91,1,1,-0.01000000,-0.02000000,-7.273629307747e-6
development,b0625e91d83f47ac,600,evaluation,17,1,90,0,1,-0.02000000,-0.02000000,-1.498808433098e-5
development,b0625e91d83f47ac,600,evaluation,17,1,90,1,0,-0.01000000,0.00000000,-6.557131655427e-6
development,b0625e91d83f47ac,600,evaluation,18,2,89,0,1,0.02000000,0.01000000,1.548224390717e-4
development,b0625e91d83f47ac,600,evaluation,18,2,89,1,0,0.01000000,0.02000000,1.712131052045e-4
development,b0625e91d83f47ac,600,evaluation,19,3,88,0,1,-0.02000000,-0.01000000,2.415850758553e-5
development,b0625e91d83f47ac,600,evaluation,19,3,88,1,0,-0.01000000,-0.02000000,-3.312404032840e-6
development,b0625e91d83f47ac,600,evaluation,20,4,87,0,0,0.02000000,0.00000000,-6.462881719926e-5
development,b0625e91d83f47ac,600,evaluation,20,4,87,1,1,0.01000000,-0.02000000,-2.881263753807e-5
development,b0625e91d83f47ac,600,evaluation,21,5,86,0,1,0.02000000,-0.02000000,1.582435070304e-4
development,b0625e91d83f47ac,600,evaluation,21,5,86,1,0,0.01000000,0.00000000,8.294917643070e-5
development,b0625e91d83f47ac,600,evaluation,22,6,85,0,1,0.00500000,-0.02000000,7.368065416813e-5
development,b0625e91d83f47ac,600,evaluation,22,6,85,1,0,0.00000000,0.00000000,0.000000000000e0
development,b0625e91d83f47ac,600,evaluation,23,7,84,0,0,-0.02000000,0.00000000,9.756597137311e-5
development,b0625e91d83f47ac,600,evaluation,23,7,84,1,1,-0.01000000,-0.02000000,7.479017222067e-5
development,b0625e91d83f47ac,600,evaluation,24,8,83,0,1,-0.02000000,-0.02000000,5.585327744484e-5
development,b0625e91d83f47ac,600,evaluation,24,8,83,1,0,-0.01000000,0.00000000,2.916654011642e-5
development,b0625e91d83f47ac,600,evaluation,25,9,82,0,1,-0.02000000,-0.02000000,3.077772635152e-5
development,b0625e91d83f47ac,600,evaluation,25,9,82,1,0,-0.01000000,0.00000000,2.570015749370e-5
development,b0625e91d83f47ac,600,evaluation,26,10,81,0,1,-0.02000000,-0.02000000,-1.387925149174e-4
development,b0625e91d83f47ac,600,evaluation,26,10,81,1,0,-0.01000000,0.00000000,-6.534717977047e-5
development,b0625e91d83f47ac,600,evaluation,27,11,80,0,0,-0.02000000,0.00000000,-1.575083733769e-4
development,b0625e91d83f47ac,600,evaluation,27,11,80,1,1,-0.01000000,-0.02000000,-7.795045530656e-5
development,b0625e91d83f47ac,600,evaluation,28,12,79,0,1,-0.02000000,-0.01000000,2.289687654411e-5
development,b0625e91d83f47ac,600,evaluation,28,12,79,1,0,-0.01000000,-0.02000000,-1.737599632179e-5
development,b0625e91d83f47ac,600,evaluation,29,13,78,0,1,-0.02000000,-0.01000000,2.924427390099e-4
development,b0625e91d83f47ac,600,evaluation,29,13,78,1,0,-0.01000000,-0.02000000,1.724977046251e-4
development,b0625e91d83f47ac,600,evaluation,30,14,77,0,1,-0.02000000,-0.01000000,1.774641423253e-4
development,b0625e91d83f47ac,600,evaluation,30,14,77,1,0,-0.01000000,-0.02000000,1.038865520968e-4
development,b0625e91d83f47ac,600,evaluation,31,15,76,0,1,-0.02000000,-0.01000000,6.375834345818e-5
development,b0625e91d83f47ac,600,evaluation,31,15,76,1,0,-0.01000000,-0.02000000,6.439598655561e-5
development,b0625e91d83f47ac,600,evaluation,32,16,75,0,1,-0.02000000,0.01000000,1.700557768345e-4
development,b0625e91d83f47ac,600,evaluation,32,16,75,1,0,-0.01000000,0.02000000,2.158017159672e-4
development,b0625e91d83f47ac,600,evaluation,33,17,74,0,0,0.02000000,-0.02000000,-9.082816541195e-5
development,b0625e91d83f47ac,600,evaluation,33,17,74,1,1,0.01000000,-0.01000000,-3.992393612862e-5
development,b0625e91d83f47ac,600,evaluation,34,18,73,0,0,0.02000000,-0.02000000,-2.336067518627e-5
development,b0625e91d83f47ac,600,evaluation,34,18,73,1,1,0.01000000,-0.01000000,-7.015963205959e-7
development,b0625e91d83f47ac,600,evaluation,35,19,72,0,0,-0.02000000,0.02000000,-1.987939031096e-4
development,b0625e91d83f47ac,600,evaluation,35,19,72,1,1,-0.01000000,0.01000000,-9.096227586269e-5
development,b0625e91d83f47ac,600,evaluation,36,20,71,0,1,-0.02000000,-0.01000000,8.864514529705e-5
development,b0625e91d83f47ac,600,evaluation,36,20,71,1,0,-0.01000000,-0.02000000,4.552366954158e-5
development,b0625e91d83f47ac,600,evaluation,37,21,70,0,0,-0.02000000,0.02000000,-8.887922012946e-5
development,b0625e91d83f47ac,600,evaluation,37,21,70,1,1,-0.01000000,0.01000000,-3.574416041374e-5
development,b0625e91d83f47ac,600,evaluation,38,22,69,0,0,0.02000000,-0.02000000,-2.426592072879e-5
development,b0625e91d83f47ac,600,evaluation,38,22,69,1,1,0.01000000,-0.01000000,4.020208962174e-6
development,b0625e91d83f47ac,600,evaluation,39,23,68,0,0,0.02000000,-0.02000000,7.696760440012e-5
development,b0625e91d83f47ac,600,evaluation,39,23,68,1,1,0.01000000,-0.01000000,5.197214704822e-5
development,b0625e91d83f47ac,600,evaluation,40,24,67,0,1,-0.02000000,-0.01000000,2.272427082062e-5
development,b0625e91d83f47ac,600,evaluation,40,24,67,1,0,-0.01000000,-0.02000000,4.062429070473e-5
development,b0625e91d83f47ac,600,evaluation,41,25,66,0,1,0.02000000,-0.01000000,6.825973741797e-6
development,b0625e91d83f47ac,600,evaluation,41,25,66,1,0,0.01000000,-0.02000000,-1.606593468750e-5
development,b0625e91d83f47ac,600,evaluation,42,26,65,0,0,-0.02000000,0.02000000,-9.881332516670e-6
development,b0625e91d83f47ac,600,evaluation,42,26,65,1,1,-0.01000000,0.01000000,-4.928559064865e-6
development,b0625e91d83f47ac,600,evaluation,43,27,64,0,0,-0.02000000,-0.02000000,-5.223850530456e-5
development,b0625e91d83f47ac,600,evaluation,43,27,64,1,1,-0.01000000,-0.01000000,-2.598141691124e-5
development,b0625e91d83f47ac,600,evaluation,44,28,63,0,1,-0.02000000,-0.01000000,1.869474908744e-5
development,b0625e91d83f47ac,600,evaluation,44,28,63,1,0,-0.01000000,-0.02000000,3.319730240037e-5
development,b0625e91d83f47ac,600,evaluation,45,29,62,0,1,-0.02000000,-0.01000000,1.031955107464e-4
development,b0625e91d83f47ac,600,evaluation,45,29,62,1,0,-0.01000000,-0.02000000,2.220328897238e-4
development,b0625e91d83f47ac,600,evaluation,46,30,61,0,1,-0.02000000,-0.01000000,-2.912369927799e-5
development,b0625e91d83f47ac,600,evaluation,46,30,61,1,0,-0.01000000,-0.02000000,-1.243154256372e-4
development,b0625e91d83f47ac,600,evaluation,47,31,60,0,0,-0.02000000,-0.02000000,-3.263230246375e-5
development,b0625e91d83f47ac,600,evaluation,47,31,60,1,1,-0.01000000,-0.01000000,-1.545809209347e-5
development,b0625e91d83f47ac,600,evaluation,48,32,59,0,0,0.02000000,-0.02000000,-3.199912607670e-4
development,b0625e91d83f47ac,600,evaluation,48,32,59,1,1,0.01000000,-0.01000000,-1.555383205414e-4
development,b0625e91d83f47ac,600,evaluation,49,33,58,0,1,0.00000000,-0.01000000,9.678925380285e-6
development,b0625e91d83f47ac,600,evaluation,49,33,58,1,0,-0.02000000,-0.02000000,6.627912171098e-6
development,b0625e91d83f47ac,600,evaluation,50,34,57,0,0,-0.02000000,0.02000000,-7.133310282370e-5
development,b0625e91d83f47ac,600,evaluation,50,34,57,1,1,-0.01000000,0.01000000,-3.545979780029e-5
development,b0625e91d83f47ac,600,evaluation,51,35,56,0,0,0.02000000,-0.02000000,-1.303497701883e-4
development,b0625e91d83f47ac,600,evaluation,51,35,56,1,1,0.01000000,-0.01000000,-5.379256981541e-5
development,b0625e91d83f47ac,600,evaluation,52,36,55,0,1,0.02000000,-0.02000000,3.460856896709e-5
