role,seed,step,action_split,block,left_parameter,right_parameter,left_rank,right_rank,left_delta,right_delta,utility_alpha_0_5,utility_alpha_1,utility_alpha_2
development,c31975a60de248bf,2400,development,79,84,97,1,1,0.01000000,0.01000000,9.826695168158e-5,1.919517962961e-4,3.654857573565e-4
development,c31975a60de248bf,2400,development,80,85,96,0,0,0.02000000,0.02000000,5.756753307651e-5,1.012589782476e-4,5.344611781766e-5
development,c31975a60de248bf,2400,development,80,85,96,1,1,0.01000000,0.01000000,3.051509520446e-5,5.756753307651e-5,1.012589782476e-4
development,c31975a60de248bf,2400,development,81,86,95,0,0,0.02000000,0.02000000,-4.008722680737e-5,-8.849178993842e-5,-2.100560814142e-4
development,c31975a60de248bf,2400,development,81,86,95,1,1,0.01000000,0.01000000,-1.898035407066e-5,-4.008722680737e-5,-8.849178993842e-5
development,c31975a60de248bf,2400,development,82,87,94,0,0,0.02000000,-0.02000000,5.290905755828e-5,1.036704852595e-4,1.989596785279e-4
development,c31975a60de248bf,2400,development,82,87,94,1,1,0.01000000,-0.01000000,2.673206290638e-5,5.290905755828e-5,1.036704852595e-4
development,c31975a60de248bf,2400,development,83,88,93,0,0,0.02000000,-0.02000000,1.454663743061e-5,2.669915556908e-5,4.365916174720e-5
development,c31975a60de248bf,2400,development,83,88,93,1,1,0.01000000,-0.01000000,7.565443866042e-6,1.454663743061e-5,2.669915556908e-5
development,c31975a60de248bf,2400,development,84,89,92,0,1,-0.02000000,-0.01000000,-5.529883128474e-5,-1.251635403605e-4,-3.088520315941e-4
development,c31975a60de248bf,2400,development,84,89,92,1,0,-0.01000000,-0.02000000,-1.271180808544e-4,-2.731817367021e-4,-6.225376273505e-4
development,c31975a60de248bf,2400,development,85,90,91,0,0,-0.02000000,-0.02000000,8.245123171946e-5,1.177676022053e-4,4.587757211993e-5
development,c31975a60de248bf,2400,development,85,90,91,1,1,-0.01000000,-0.01000000,4.709760469268e-5,8.245123171946e-5,1.177676022053e-4
development,c31975a60de248bf,2400,evaluation,1,6,4,0,0,-0.02000000,-0.02000000,9.990607395594e-6,-2.820851841534e-5,-3.097901644651e-4
development,c31975a60de248bf,2400,evaluation,1,6,4,1,1,-0.01000000,-0.01000000,1.512405742687e-5,9.990607395594e-6,-2.820851841534e-5
development,c31975a60de248bf,2400,evaluation,2,7,3,0,1,-0.02000000,-0.01000000,2.431745269860e-5,3.106395524810e-5,-1.028863061947e-5
development,c31975a60de248bf,2400,evaluation,2,7,3,1,0,-0.01000000,-0.02000000,1.854877918959e-4,1.689636410447e-4,-5.839702862431e-5
development,c31975a60de248bf,2400,evaluation,3,8,2,0,1,-0.02000000,-0.01000000,5.610721927951e-5,9.342034900328e-5,1.350573002128e-4
development,c31975a60de248bf,2400,evaluation,3,8,2,1,0,-0.01000000,-0.02000000,-3.998478348421e-7,-3.510465103318e-5,-2.351502625970e-4
development,c31975a60de248bf,2400,evaluation,4,9,1,0,0,-0.02000000,0.02000000,5.217890065978e-5,7.548803841928e-5,-1.676802785369e-4
development,c31975a60de248bf,2400,evaluation,4,9,1,1,1,-0.01000000,0.01000000,2.835504710674e-5,5.217890065978e-5,7.548803841928e-5
development,c31975a60de248bf,2400,evaluation,5,10,0,0,0,-0.02000000,0.02000000,-4.967053612859e-8,-3.201949220966e-5,-2.236701548100e-4
development,c31975a60de248bf,2400,evaluation,5,10,0,1,1,-0.01000000,0.01000000,3.269563194408e-6,-4.967053612859e-8,-3.201949220966e-5
development,c31975a60de248bf,2400,evaluation,6,11,170,0,1,0.02000000,-0.01000000,4.701254147221e-5,8.790815627435e-5,1.534863113193e-4
development,c31975a60de248bf,2400,evaluation,6,11,170,1,0,0.01000000,-0.02000000,1.928384153871e-4,3.710426390171e-4,6.828189943917e-4
development,c31975a60de248bf,2400,evaluation,7,12,169,0,1,0.02000000,-0.01000000,-1.664943993092e-4,-3.314173372928e-4,-7.373013650067e-4
development,c31975a60de248bf,2400,evaluation,7,12,169,1,0,0.01000000,-0.02000000,-3.322617558297e-4,-6.820584530942e-4,-1.425602822565e-3
development,c31975a60de248bf,2400,evaluation,8,13,168,0,0,0.02000000,0.02000000,-6.700679659843e-5,-1.416355371475e-4,-3.359261900187e-4
development,c31975a60de248bf,2400,evaluation,8,13,168,1,1,0.01000000,0.01000000,-3.237401324441e-5,-6.700679659843e-5,-1.416355371475e-4
development,c31975a60de248bf,2400,evaluation,9,14,167,0,0,0.02000000,-0.02000000,2.096195967169e-4,4.013379511889e-4,6.622783839703e-4
development,c31975a60de248bf,2400,evaluation,9,14,167,1,1,0.01000000,-0.01000000,1.056510955095e-4,2.096195967169e-4,4.013379511889e-4
development,c31975a60de248bf,2400,evaluation,10,15,166,0,0,0.02000000,-0.02000000,-1.076279804693e-4,-2.140197902918e-4,-4.252145590726e-4
development,c31975a60de248bf,2400,evaluation,10,15,166,1,1,0.01000000,-0.01000000,-5.417193096946e-5,-1.076279804693e-4,-2.140197902918e-4
development,c31975a60de248bf,2400,evaluation,11,16,165,0,1,-0.02000000,-0.02000000,3.891034575645e-4,7.289939676411e-4,1.187225803733e-3
development,c31975a60de248bf,2400,evaluation,11,16,165,1,0,-0.01000000,0.00000000,2.008390874835e-4,3.892425447702e-4,7.292721420527e-4
development,c31975a60de248bf,2400,evaluation,12,17,164,0,1,-0.02000000,0.01000000,4.746888953377e-5,6.036087870598e-5,-1.766843161022e-5
development,c31975a60de248bf,2400,evaluation,12,17,164,1,0,-0.01000000,0.02000000,3.834627568722e-5,6.807222962379e-5,1.017140821205e-4
development,c31975a60de248bf,2400,evaluation,13,18,163,0,1,-0.02000000,-0.01000000,4.368213194539e-5,-4.149663072894e-5,-6.749524618499e-4
development,c31975a60de248bf,2400,evaluation,13,18,163,1,0,-0.01000000,-0.02000000,3.811276110355e-4,7.362912292592e-4,1.329292892478e-3
development,c31975a60de248bf,2400,evaluation,14,19,162,0,0,-0.02000000,0.02000000,-3.934154810850e-4,-8.740779012442e-4,-2.113531110808e-3
development,c31975a60de248bf,2400,evaluation,14,19,162,1,1,-0.01000000,0.01000000,-1.856933085946e-4,-3.934154810850e-4,-8.740779012442e-4
development,c31975a60de248bf,2400,evaluation,15,20,161,0,0,0.02000000,0.02000000,1.313071697950e-4,1.261495053768e-4,-8.668316149851e-5
development,c31975a60de248bf,2400,evaluation,15,20,161,1,1,0.01000000,0.01000000,8.214078843594e-5,1.313071697950e-4,1.261495053768e-4
development,c31975a60de248bf,2400,evaluation,16,21,160,0,0,0.02000000,-0.02000000,1.258154661627e-4,1.735122204991e-4,7.839376485208e-5
development,c31975a60de248bf,2400,evaluation,16,21,160,1,1,0.01000000,-0.01000000,6.780462717870e-5,1.258154661627e-4,1.735122204991e-4
development,c31975a60de248bf,2400,evaluation,17,22,159,0,0,0.02000000,-0.02000000,2.363057137700e-4,3.738657978829e-4,2.752815780696e-4
development,c31975a60de248bf,2400,evaluation,17,22,159,1,1,0.01000000,-0.01000000,1.304217876168e-4,2.363057137700e-4,3.738657978829e-4
development,c31975a60de248bf,2400,evaluation,18,23,158,0,1,0.02000000,0.01000000,-3.637125018940e-6,-7.288902997971e-5,-4.661039856728e-4
development,c31975a60de248bf,2400,evaluation,18,23,158,1,0,0.01000000,0.02000000,-1.561331191624e-5,-5.046464502811e-5,-1.781520695658e-4
development,c31975a60de248bf,2400,evaluation,19,24,157,0,0,0.02000000,0.00000000,3.988252428826e-4,6.639746134169e-4,8.340459316969e-4
development,c31975a60de248bf,2400,evaluation,19,24,157,1,1,0.01000000,-0.02000000,2.183138130931e-4,3.990984114353e-4,6.645259563811e-4
development,c31975a60de248bf,2400,evaluation,20,25,156,0,1,0.02000000,-0.01000000,-3.486747664283e-5,-2.312206925126e-4,-8.730714325793e-4
development,c31975a60de248bf,2400,evaluation,20,25,156,1,0,0.01000000,-0.02000000,2.184323966503e-5,-1.489743590355e-5,-1.914190797834e-4
development,c31975a60de248bf,2400,evaluation,21,26,155,0,0,-0.02000000,-0.02000000,-4.112118331250e-4,-1.262810081244e-3,-3.535732626915e-3
development,c31975a60de248bf,2400,evaluation,21,26,155,1,1,-0.01000000,-0.01000000,-1.648403704166e-4,-4.112118331250e-4,-1.262810081244e-3
development,c31975a60de248bf,2400,evaluation,22,27,154,0,1,0.02000000,-0.01000000,-2.498496323824e-4,-6.178971379995e-4,-1.669993624091e-3
development,c31975a60de248bf,2400,evaluation,22,27,154,1,0,0.01000000,-0.02000000,-2.443113771733e-4,-5.469191819429e-4,-1.288710744120e-3
development,c31975a60de248bf,2400,evaluation,23,28,153,0,0,-0.02000000,-0.02000000,2.854652702808e-4,4.968426073901e-4,3.665741533041e-4
development,c31975a60de248bf,2400,evaluation,23,28,153,1,1,-0.01000000,-0.01000000,1.520166842965e-4,2.854652702808e-4,4.968426073901e-4
development,c31975a60de248bf,2400,evaluation,24,29,152,0,1,-0.02000000,-0.01000000,-2.658013254404e-4,-6.772938068025e-4,-2.035708399490e-3
development,c31975a60de248bf,2400,evaluation,24,29,152,1,0,-0.01000000,-0.02000000,-1.127341165557e-4,-2.671064285096e-4,-6.811283528805e-4
development,c31975a60de248bf,2400,evaluation,25,30,151,0,1,-0.02000000,0.01000000,1.756269484758e-4,-1.809361128835e-4,-1.313385204412e-3
development,c31975a60de248bf,2400,evaluation,25,30,151,1,0,-0.01000000,0.02000000,2.172930835513e-4,1.978433429031e-4,-1.531355082989e-4
development,c31975a60de248bf,2400,evaluation,26,31,150,0,0,-0.02000000,-0.02000000,-9.445907926420e-5,-4.120121302549e-4,-1.259547309019e-3
development,c31975a60de248bf,2400,evaluation,26,31,150,1,1,-0.01000000,-0.01000000,8.630256047581e-7,-9.445907926420e-5,-4.120121302549e-4
development,c31975a60de248bf,2400,evaluation,27,32,149,0,0,0.02000000,0.00000000,3.358696994837e-4,6.538815796375e-4,1.237976714037e-3
development,c31975a60de248bf,2400,evaluation,27,32,149,1,1,0.01000000,-0.02000000,1.704009919195e-4,3.358746471349e-4,6.538915331475e-4
development,c31975a60de248bf,2400,evaluation,28,33,148,0,1,0.02000000,0.01000000,2.196741661464e-5,2.915970981121e-5,-3.619367998908e-5
development,c31975a60de248bf,2400,evaluation,28,33,148,1,0,0.01000000,0.02000000,1.267219613510e-5,2.138254603778e-5,2.778383532132e-5
development,c31975a60de248bf,2400,evaluation,29,34,147,0,0,0.02000000,0.02000000,3.892412933055e-4,7.122196257114e-4,1.226091757417e-3
development,c31975a60de248bf,2400,evaluation,29,34,147,1,1,0.01000000,0.01000000,2.005603164434e-4,3.892412933055e-4,7.122196257114e-4
development,c31975a60de248bf,2400,evaluation,30,35,146,0,0,-0.02000000,0.02000000,1.993253827095e-4,2.910221519414e-4,-1.871734857559e-4
development,c31975a60de248bf,2400,evaluation,30,35,146,1,1,-0.01000000,0.01000000,1.040187999024e-4,1.993253827095e-4,2.910221519414e-4
development,c31975a60de248bf,2400,evaluation,31,36,145,0,0,-0.02000000,0.02000000,4.585273563862e-5,2.208972910012e-5,-8.832166349748e-5
development,c31975a60de248bf,2400,evaluation,31,36,145,1,1,-0.01000000,0.01000000,2.713190951908e-5,4.585273563862e-5,2.208972910012e-5
development,c31975a60de248bf,2400,evaluation,32,37,144,0,1,-0.02000000,0.01000000,1.158546656370e-4,2.546974865254e-4,2.040440886049e-4
development,c31975a60de248bf,2400,evaluation,32,37,144,1,0,-0.01000000,0.02000000,5.538078767131e-5,1.297065318795e-4,2.812811580952e-4
development,c31975a60de248bf,2400,evaluation,33,38,143,0,0,-0.02000000,-0.02000000,1.196706070914e-4,2.460442483425e-4,1.311885862378e-4
development,c31975a60de248bf,2400,evaluation,33,38,143,1,1,-0.01000000,-0.01000000,6.463751196861e-5,1.196706070914e-4,2.460442483425e-4
development,c31975a60de248bf,2400,evaluation,34,39,142,0,0,-0.02000000,0.02000000,-1.198040918098e-4,-2.674093993846e-4,-6.979219615459e-4
development,c31975a60de248bf,2400,evaluation,34,39,142,1,1,-0.01000000,0.01000000,-5.641144889523e-5,-1.198040918098e-4,-2.674093993846e-4
development,c31975a60de248bf,2400,evaluation,35,40,141,0,1,0.02000000,-0.02000000,7.129398727557e-5,1.289819629164e-4,2.196965069743e-4
development,c31975a60de248bf,2400,evaluation,35,40,141,1,0,0.01000000,0.00000000,3.883491081069e-5,7.051415741444e-5,1.274322421523e-4
development,c31975a60de248bf,2400,evaluation,36,41,140,0,1,0.02000000,0.01000000,5.224284905125e-5,1.022101714625e-4,1.952331513166e-4
development,c31975a60de248bf,2400,evaluation,36,41,140,1,0,0.01000000,0.02000000,2.325574496354e-5,4.583845657180e-5,8.904313290259e-5
development,c31975a60de248bf,2400,evaluation,37,42,139,0,1,0.02000000,0.01000000,9.320738172391e-5,1.643002033234e-4,2.309251576662e-4
development,c31975a60de248bf,2400,evaluation,37,42,139,1,0,0.01000000,0.02000000,2.377654163865e-4,3.908357175533e-4,4.015900194645e-4
development,c31975a60de248bf,2400,evaluation,38,43,138,0,0,-0.02000000,-0.02000000,2.020423562499e-4,3.798374382313e-4,6.581948255189e-4
development,c31975a60de248bf,2400,evaluation,38,43,138,1,1,-0.01000000,-0.01000000,1.038635746227e-4,2.020423562499e-4,3.798374382313e-4
development,c31975a60de248bf,2400,evaluation,39,44,137,0,0,-0.02000000,0.02000000,2.564862370491e-6,-1.665763556957e-5,-7.902333891252e-5
development,c31975a60de248bf,2400,evaluation,39,44,137,1,1,-0.01000000,0.01000000,5.391115792008e-6,2.564862370491e-6,-1.665763556957e-5
development,c31975a60de248bf,2400,evaluation,40,45,136,0,1,-0.02000000,0.01000000,8.961744606495e-5,1.768302172422e-4,3.401860594749e-4
development,c31975a60de248bf,2400,evaluation,40,45,136,1,0,-0.01000000,0.02000000,5.800276994705e-5,1.139696687460e-4,2.285732625751e-4
development,c31975a60de248bf,2400,evaluation,41,46,135,0,0,-0.02000000,0.02000000,-8.820245966490e-6,-2.856614628399e-5,-8.390285074711e-5
development,c31975a60de248bf,2400,evaluation,41,46,135,1,1,-0.01000000,-0.02000000,-2.632538382841e-7,1.680105924606e-6,1.922870751514e-6
development,c31975a60de248bf,2400,evaluation,42,47,134,0,0,-0.02000000,-0.02000000,-7.106053089956e-5,-1.452316791983e-4,-3.029306826647e-4
development,c31975a60de248bf,2400,evaluation,42,47,134,1,1,-0.01000000,-0.01000000,-3.513631600072e-5,-7.106053089956e-5,-1.452316791983e-4
development,c31975a60de248bf,2400,evaluation,43,48,133,0,0,-0.02000000,-0.02000000,1.210210248246e-4,2.277673484059e-4,4.320486041252e-4
development,c31975a60de248bf,2400,evaluation,43,48,133,1,1,-0.01000000,-0.01000000,6.087931615184e-5,1.210210248246e-4,2.277673484059e-4
development,c31975a60de248bf,2400,evaluation,44,49,132,0,0,-0.02000000,-0.02000000,9.662781849329e-6,1.815768519009e-5,5.260544639896e-5
development,c31975a60de248bf,2400,evaluation,44,49,132,1,1,-0.01000000,-0.01000000,5.620221145364e-6,9.662781849329e-6,1.815768519009e-5
development,c31975a60de248bf,2400,evaluation,45,50,131,0,1,-0.02000000,-0.01000000,5.159030479263e-5,1.022145152092e-4,1.423557550879e-4
development,c31975a60de248bf,2400,evaluation,45,50,131,1,0,-0.01000000,-0.02000000,3.360956907272e-5,7.026021921774e-5,1.509481371613e-4
development,c31975a60de248bf,2400,evaluation,46,51,130,0,1,-0.02000000,-0.01000000,-5.335174500942e-5,-1.095471307053e-4,-2.298920153407e-4
development,c31975a60de248bf,2400,evaluation,46,51,130,1,0,-0.01000000,-0.02000000,-6.097058303567e-6,-1.116096973419e-5,-2.385924199189e-5
development,c31975a60de248bf,2400,evaluation,47,52,129,0,0,0.02000000,-0.02000000,5.646112185786e-5,9.765414142748e-5,1.604327262612e-4
development,c31975a60de248bf,2400,evaluation,47,52,129,1,1,0.01000000,-0.01000000,2.995816430484e-5,5.646112185786e-5,9.765414142748e-5
development,c31975a60de248bf,2400,evaluation,48,53,128,0,0,0.02000000,0.02000000,2.536301872169e-5,6.046270209481e-5,1.007498576655e-4
development,c31975a60de248bf,2400,evaluation,48,53,128,1,1,0.01000000,0.01000000,1.586601138115e-5,2.536301872169e-5,6.046270209481e-5
development,c31975a60de248bf,2400,evaluation,49,54,127,0,1,0.02000000,-0.02000000,-2.810731530190e-6,-1.196625362354e-5,-2.362951636314e-5
development,c31975a60de248bf,2400,evaluation,49,54,127,1,0,0.01000000,0.00000000,-5.456929557113e-6,-1.203827559948e-5,-2.864437738026e-5
development,c31975a60de248bf,2400,evaluation,50,55,126,0,1,0.02000000,0.01000000,4.926075416734e-5,9.446032345295e-5,1.611635088921e-4
development,c31975a60de248bf,2400,evaluation,50,55,126,1,0,0.01000000,0.02000000,2.349106034671e-5,4.512878876994e-5,8.310625707963e-5
development,c31975a60de248bf,2400,evaluation,51,56,125,0,1,0.02000000,-0.01000000,-2.484321594238e-4,-5.375947803259e-4,-1.228433102369e-3
development,c31975a60de248bf,2400,evaluation,51,56,125,1,0,0.01000000,-0.02000000,-1.478772610426e-4,-3.087483346462e-4,-6.697867065668e-4
development,c31975a60de248bf,2400,evaluation,52,57,124,0,0,-0.02000000,0.02000000,-7.810071110725e-6,-1.702848821878e-4,-6.899268482812e-4
development,c31975a60de248bf,2400,evaluation,52,57,124,1,1,-0.01000000,0.01000000,2.478125134076e-5,-7.810071110725e-6,-1.702848821878e-4
development,c31975a60de248bf,2400,evaluation,53,58,123,0,1,0.02000000,0.01000000,3.395980747882e-4,5.699358880520e-4,6.998386234045e-4
development,c31975a60de248bf,2400,evaluation,53,58,123,1,0,0.01000000,0.02000000,1.983729453059e-4,3.703062830027e-4,6.344870780595e-4
development,c31975a60de248bf,2400,evaluation,54,59,122,0,0,-0.02000000,0.02000000,-4.438316973392e-4,-9.399764239788e-4,-2.229578793049e-3
development,c31975a60de248bf,2400,evaluation,54,59,122,1,1,-0.01000000,0.01000000,-2.151764929295e-4,-4.438316973392e-4,-9.399764239788e-4
development,c31975a60de248bf,2400,evaluation,55,60,121,0,1,0.02000000,0.01000000,-2.604027686175e-4,-6.570636178367e-4,-1.585703925230e-3
development,c31975a60de248bf,2400,evaluation,55,60,121,1,0,0.01000000,0.02000000,-6.245946133276e-5,-2.288830728503e-4,-6.050753290765e-4
development,c31975a60de248bf,2400,evaluation,56,61,120,0,1,-0.02000000,0.01000000,-4.642152634915e-4,-9.989868849516e-4,-2.399779157713e-3
development,c31975a60de248bf,2400,evaluation,56,61,120,1,0,-0.01000000,0.02000000,-2.112494112225e-4,-4.399424942676e-4,-9.563068742864e-4
development,c31975a60de248bf,2400,evaluation,57,62,119,0,1,0.02000000,-0.02000000,5.666290599038e-5,-1.352466642857e-4,-8.968089823611e-4
development,c31975a60de248bf,2400,evaluation,57,62,119,1,0,0.01000000,0.00000000,9.154839062830e-5,5.621090531349e-5,-1.361556351185e-4
development,c31975a60de248bf,2400,evaluation,58,63,118,0,1,0.02000000,-0.02000000,-1.866184175014e-5,-2.016319631366e-4,-1.173775061034e-3
development,c31975a60de248bf,2400,evaluation,58,63,118,1,0,0.01000000,0.00000000,1.547982355987e-5,-1.866184175014e-5,-2.016319631366e-4
development,c31975a60de248bf,2400,evaluation,59,64,117,0,1,-0.02000000,-0.02000000,4.265457391739e-5,5.758367478848e-5,1.637327113713e-5
development,c31975a60de248bf,2400,evaluation,59,64,117,1,0,-0.01000000,0.00000000,2.385924199189e-5,4.254033046891e-5,5.736015737057e-5
development,c31975a60de248bf,2400,evaluation,60,65,116,0,0,0.02000000,0.00000000,1.015340312733e-4,2.026241272688e-4,4.021115601063e-4
development,c31975a60de248bf,2400,evaluation,60,65,116,1,1,0.01000000,-0.02000000,5.085642260383e-5,1.015340312733e-4,2.026241272688e-4
development,c31975a60de248bf,2400,evaluation,61,66,115,0,1,0.02000000,-0.02000000,2.358648926020e-4,4.004389047623e-4,5.048562888987e-4
development,c31975a60de248bf,2400,evaluation,61,66,115,1,0,0.01000000,0.00000000,1.246891915798e-4,2.323084772797e-4,3.968825039919e-4
